2726,"ENVY BROWN (M16B)",200000,"Brown - Nâu, Lens 3 tháng, Lens cận, Lens màu, Lens size 14mm","https://caraslens.com/wp-content/uploads/2020/01/82492419_2259638097662823_149127389140484096_o.jpg, https://caraslens.com/wp-content/uploads/2020/01/Photo-12-25-18-1-17-45-PM.jpg, https://caraslens.com/wp-content/uploads/2020/01/74693511_2201843840108916_7324293362926747648_o.jpg",
2757,"KÍNH ÁP TRÒNG CẬN 24H",,"Kính áp tròng không màu, Kính áp tròng nam, Kính áp tròng nữ, Kính phù hợp học đường và công sở, Lens 3 tháng, Lens cận, Lens size 13.6mm - 13.8mm","https://caraslens.com/wp-content/uploads/2019/12/kinh-ap-trong-can-loan-e1579487731204.jpg, https://caraslens.com/wp-content/uploads/2020/01/80292463_2238993326393967_6449304466263900160_o-768x766-1.jpg, https://caraslens.com/wp-content/uploads/2020/01/61177696_2088227944803840_391133557726117888_n.jpg, https://caraslens.com/wp-content/uploads/2019/12/ve-sinh-lens-sach-se-sau-di-khi-boi.jpg",
2810,"CLEAR LENS",,"Kính áp tròng không màu, Kính áp tròng nam, Kính áp tròng nữ, Kính phù hợp học đường và công sở, Lens 3 tháng, Lens cận, Lens size 13.6mm - 13.8mm","https://caraslens.com/wp-content/uploads/2020/01/79419687_2240063812953585_5577304042205347840_o.jpg, https://caraslens.com/wp-content/uploads/2020/01/79679097_2238993373060629_1760742239794888704_o.jpg",
2947,"XANIA BROWN",,"Brown - Nâu, Kính áp tròng nữ, Kính phù hợp chụp ảnh và dự tiệc, Lens 3 tháng, Lens cận, Lens màu, Lens size 13.6mm - 13.8mm, Uncategorized @vi","https://caraslens.com/wp-content/uploads/2020/01/Photo-12-13-18-4-41-59-PM-scaled.jpg, https://caraslens.com/wp-content/uploads/2020/01/d7c7d6e1897cca7559b88e2534166a3a92f92fb1.jpg, https://caraslens.com/wp-content/uploads/2020/01/78a2fb2e034e67e1b993313a20f8d5af1873077d.jpg, https://caraslens.com/wp-content/uploads/2020/01/Photo-6-23-18-6-23-43-PM.jpg, https://caraslens.com/wp-content/uploads/2020/01/S11B01.jpg, https://caraslens.com/wp-content/uploads/2020/01/Photo-10-12-18-11-21-17-AM.jpg, https://caraslens.com/wp-content/uploads/2020/01/Photo-09-39-10-02-12-2017-copy.jpg, https://caraslens.com/wp-content/uploads/2020/01/Photo-5-29-18-1-04-56-PM.jpg, https://caraslens.com/wp-content/uploads/2020/01/Photo-4-23-19-6-29-02-PM.jpg",
3005,"Sapphire Brown 0.00",300000,"Brown - Nâu",,
3006,"Sapphire Brown 1.00",300000,"Brown - Nâu",,
3007,"Sapphire Brown 10.00",300000,"Brown - Nâu",,
3008,"Sapphire Brown 1.25",300000,"Brown - Nâu",,
3009,"Sapphire Brown 1.50",300000,"Brown - Nâu",,
3010,"Sapphire Brown 1.75",300000,"Brown - Nâu",,
3011,"Sapphire Brown 2.00",300000,"Brown - Nâu",,
3012,"Sapphire Brown 2.25",300000,"Brown - Nâu",,
3013,"Sapphire Brown 2.50",300000,"Brown - Nâu",,
3014,"Sapphire Brown 2.75",300000,"Brown - Nâu",,
3015,"Sapphire Brown 3.00",300000,"Brown - Nâu",,
3016,"Sapphire Brown 3.25",300000,"Brown - Nâu",,
3017,"Sapphire Brown 3.50",300000,"Brown - Nâu",,
3018,"Sapphire Brown 3.75",300000,"Brown - Nâu",,
3019,"Sapphire Brown 4.00",300000,"Brown - Nâu",,
3020,"Sapphire Brown 4.25",300000,"Brown - Nâu",,
3021,"Sapphire Brown 4.50",300000,"Brown - Nâu",,
3022,"Sapphire Brown 4.75",300000,"Brown - Nâu",,
3023,"Sapphire Brown 5.00",300000,"Brown - Nâu",,
3024,"Sapphire Brown 5.50",300000,"Brown - Nâu",,
3025,"Sapphire Brown 6.00",300000,"Brown - Nâu",,
3026,"Sapphire Brown 6.50",300000,"Brown - Nâu",,
3027,"Sapphire Brown 7.00",300000,"Brown - Nâu",,
3028,"Sapphire Brown 7.50",300000,"Brown - Nâu",,
3029,"Sapphire Brown 8.00",300000,"Brown - Nâu",,
3030,"Sapphire Brown 8.50",300000,"Brown - Nâu",,
3031,"Sapphire Brown 9.00",300000,"Brown - Nâu",,
3032,"Sapphire Brown 9.50",300000,"Brown - Nâu",,
3802,"Sản phẩm test con",200000,"Uncategorized @vi",,
3803,"Sản phẩm test con 2",200000,"Uncategorized @vi",,
3810,"Test độ cận 1",300000,"Uncategorized @vi",,
3811,"Test độ cận 2",350000,"Uncategorized @vi",,
3812,"Test độ cận 3",400000,"Uncategorized @vi",,
3821,"Xania Brown 0.00",200000,"Brown - Nâu",,
3822,"Xania Brown 1.00",200000,"Uncategorized @vi",,
3823,"Xania Brown 1.25",200000,"Uncategorized @vi",,
3824,"Xania Brown 1.75",200000,"Uncategorized @vi",,
3825,"Xania Brown 1.50",200000,"Uncategorized @vi",,
3826,"Xania Brown 2.00",200000,"Uncategorized @vi",,
3827,"Xania Brown 2.25",200000,"Uncategorized @vi",,
3828,"Xania Brown 6.00",200000,"Uncategorized @vi",,
3829,"Xania Brown 2.50",200000,"Uncategorized @vi",,
3830,"Xania Brown 3.00",200000,"Uncategorized @vi",,
3831,"Xania Brown 4.00",200000,"Uncategorized @vi",,
3832,"Xania Brown 3.75",200000,"Uncategorized @vi",,
3833,"Xania Brown 3.50",200000,"Uncategorized @vi",,
3834,"Xania Brown 3.25",200000,"Uncategorized @vi",,
3836,"Xania Brown 4.25",200000,"Uncategorized @vi",,
3837,"Xania Brown 4.75",200000,"Uncategorized @vi",,
3838,"Xania Brown 4.50",200000,"Uncategorized @vi",,
3839,"Xania Brown 5.50",200000,"Uncategorized @vi",,
3840,"Xania Brown 5.00",200000,"Uncategorized @vi",,
3841,"Xania Brown 5.25",200000,"Uncategorized @vi",,
3842,"Xania Brown 5.75",200000,"Uncategorized @vi",,
3843,"Xania Brown 6.50",200000,"Uncategorized @vi",,
3844,"Xania Brown 7.00",200000,"Uncategorized @vi",,
3845,"Xania Brown 7.50",200000,"Uncategorized @vi",,
3846,"Xania Brown 8.00",200000,"Uncategorized @vi",,
3847,"Xania Brown 9.00",200000,"Uncategorized @vi",,
3850,"Xania Brown 10.00",200000,"Uncategorized @vi",,
3851,"Xania Brown 8.50",200000,"Uncategorized @vi",,
3853,"Xania Brown 9.50",200000,"Uncategorized @vi",,
3854,"Xania Gray 0.00",200000,"Uncategorized @vi",,
3864,"Xania Gray 1.00",200000,"Uncategorized @vi",,
3865,"Xania Gray 1.50",200000,"Uncategorized @vi",,
3866,"Xania Gray 1.25",200000,"Uncategorized @vi",,
3867,"Xania Gray 1.75",200000,"Uncategorized @vi",,
3868,"Xania Gray 3.00",200000,"Uncategorized @vi",,
3869,"Xania Gray 2.00",200000,"Uncategorized @vi",,
3870,"Xania Gray 2.75",200000,"Uncategorized @vi",,
3871,"Xania Gray 2.25",200000,"Uncategorized @vi",,
3873,"Xania Gray 3.25",200000,"Uncategorized @vi",,
3874,"Xania Gray 5.75",200000,"Uncategorized @vi",,
3875,"Xania Gray 4.00",200000,"Uncategorized @vi",,
3876,"Xania Gray 5.25",200000,"Uncategorized @vi",,
3877,"Xania Gray 4.50",200000,"Uncategorized @vi",,
3878,"Xania Gray 4.75",200000,"Uncategorized @vi",,
3879,"Xania Gray 4.25",200000,"Uncategorized @vi",,
3880,"Xania Gray 3.75",200000,"Uncategorized @vi",,
3881,"Xania Gray 6.00",200000,"Uncategorized @vi",,
3882,"Xania Gray 5.00",200000,"Uncategorized @vi",,
3883,"Xania Gray 5.50",200000,"Uncategorized @vi",,
3884,"Xania Gray 3.50",200000,"Uncategorized @vi",,
3885,"Xania Gray 6.50",200000,"Uncategorized @vi",,
3886,"Xania Gray 7.50",200000,"Uncategorized @vi",,
3887,"Xania Gray 7.00",200000,"Uncategorized @vi",,
3888,"Xania Gray 8.00",200000,"Uncategorized @vi",,
3889,"Xania Gray 9.50",200000,"Uncategorized @vi",,
3890,"Xania Gray 10.00",200000,"Uncategorized @vi",,
3891,"Xania Gray 9.00",200000,"Uncategorized @vi",,
3892,"Xania Gray 8.50",200000,"Uncategorized @vi",,
3895,"Lavier Brown 0.00",300000,"Uncategorized @vi",,
3896,"Lavier Brown 1.00",300000,"Uncategorized @vi",,
3897,"Lavier Brown 1.25",300000,"Uncategorized @vi",,
3898,"Lavier Brown 1.50",300000,"Uncategorized @vi",,
3899,"Lavier Brown 2.25",300000,"Uncategorized @vi",,
3900,"Lavier Brown 2.00",300000,"Uncategorized @vi",,
3901,"Lavier Brown 2.50",300000,"Uncategorized @vi",,
3902,"Lavier Brown 2.75",300000,"Uncategorized @vi",,
3903,"Lavier Brown 3.25",300000,"Uncategorized @vi",,
3904,"Lavier Brown 3.00",300000,"Uncategorized @vi",,
3905,"Lavier Brown 3.50",300000,"Uncategorized @vi",,
3906,"Lavier Brown 1.75",300000,"Uncategorized @vi",,
3907,"Lavier Brown 3.75",300000,"Uncategorized @vi",,
3908,"Lavier Brown 4.00",300000,"Uncategorized @vi",,
3909,"Lavier Brown 4.25",300000,"Uncategorized @vi",,
3910,"Lavier Brown 4.50",300000,"Uncategorized @vi",,
3911,"Lavier Brown 4.75",300000,"Uncategorized @vi",,
3912,"Lavier Brown 5.00",300000,"Uncategorized @vi",,
3913,"Lavier Brown 6.00",300000,"Uncategorized @vi",,
3914,"Lavier Brown 6.50",300000,"Uncategorized @vi",,
3915,"Lavier Brown 9.00",300000,"Uncategorized @vi",,
